,Ctrl_1,Ctrl_2,Ctrl_3,Ctrl_4,DOG_1,DOG_2,DOG_3,DOG_4,Dual_1,Dual_2,Dual_3,Dual_4,Olig_1,Olig_2,Olig_3,Olig_4
miR-4684-3p,20,9,10,224,10,13,23,54,15,17,9,55,13,8,13,178
miR-4684-5p,13,5,7,160,8,3,9,10,11,9,5,25,3,5,1,68
miR-4685-3p,26,12,19,389,29,15,56,204,11,22,42,41,30,8,35,645
miR-4685-5p,22,26,21,198,27,24,42,89,25,33,56,171,27,13,78,186
miR-4686,2,3,1,42,3,3,4,17,5,4,0,26,6,2,3,72
miR-4687-3p,21,19,54,285,36,35,226,301,38,45,112,92,63,24,407,494
miR-4688,462,1616,1057,1109,523,401,818,2397,523,787,1047,696,763,160,516,1354
miR-4689,592,141,42,289,1505,141,983,2160,455,897,1429,266,1111,35,1137,2865
miR-4690-3p,88,44,45,331,591,33,3521,2149,81,157,3228,139,619,15,2425,3124
miR-4690-5p,171,185,284,616,167,141,487,621,118,164,472,292,174,105,478,815
miR-4691-3p,10,6,8,129,25,7,152,71,19,19,125,36,21,1,105,227
miR-4691-5p,13,15,19,330,69,17,900,382,10,22,706,61,57,3,595,1014
miR-4692,2,4,5,35,6,4,15,11,9,3,2,19,3,1,4,64
miR-4693-3p,3,1,2,131,5,4,7,22,10,8,4,10,7,0,2,65
miR-4693-5p,5,2,6,184,7,10,37,40,9,7,19,19,9,5,21,118
miR-4694-5p,0,1,0,15,0,0,5,12,3,0,0,22,3,0,0,40
miR-4695-3p,9,8,9,248,24,5,33,105,11,21,17,41,16,3,8,182
miR-4695-5p,265,342,531,967,209,308,877,1703,149,221,511,528,344,237,7854,3320
miR-4696,5,0,2,32,4,4,6,11,3,2,4,31,6,2,2,68
miR-4697-3p,15,13,10,263,34,12,86,101,13,17,42,88,20,9,50,432
miR-4697-5p,44,12,19,338,191,17,3006,2029,22,52,2382,75,251,2,2586,2760
miR-4698,1,1,1,43,1,0,26,22,4,1,20,26,6,0,23,75
miR-4699-3p,10,7,13,338,15,3,23,226,15,10,4,39,15,2,5,452
miR-4699-5p,25,18,15,376,19,9,26,278,17,11,11,55,14,7,5,610
miR-4700-5p,16,13,22,340,20,17,31,173,14,18,17,51,16,12,51,281
miR-4701-3p,11,6,12,78,14,13,7,23,21,7,6,37,9,3,8,144
miR-4701-5p,14,14,13,150,31,15,17,51,11,25,19,26,24,3,20,88
miR-4703-5p,1,1,2,9,1,1,2,3,11,3,0,17,2,0,0,27
miR-4704-3p,6,3,5,54,5,2,18,9,9,4,7,22,8,0,4,57
miR-4704-5p,5,0,3,33,1,3,8,8,9,1,3,24,1,1,2,62
miR-4705,10,2,3,31,16,3,23,19,21,12,22,19,18,0,7,94
miR-4706,304,86,62,603,903,90,499,924,229,364,1052,216,502,62,1698,3025
miR-4707-3p,137,111,140,817,451,101,2448,1928,151,216,2307,207,508,44,1744,3174
miR-4707-5p,140,49,69,556,1189,38,3974,4927,106,417,5227,179,1292,11,4014,5891
miR-4709-3p,12,14,59,75,4,9,26,39,9,4,28,33,8,2,51,93
miR-4709-5p,19,6,17,57,11,14,19,32,14,9,9,46,5,9,6,93
miR-4711-3p,3,1,1,28,2,3,5,15,6,5,2,23,6,2,2,39
miR-4712-5p,5,1,6,27,0,3,6,8,5,3,8,20,6,0,0,42
miR-4713-3p,13,9,13,46,9,5,17,47,8,14,2,28,16,6,7,59
miR-4713-5p,4,3,3,87,8,7,4,21,6,5,5,18,3,3,1,78
miR-4714-5p,1,0,6,54,2,4,21,14,7,5,9,26,2,1,7,79
miR-4718,1,3,3,87,6,3,18,16,4,4,8,35,5,0,10,91
miR-4719,4,0,0,8,0,0,5,3,9,2,1,16,1,0,0,39
miR-4720-3p,8,6,3,26,4,1,14,11,2,1,6,42,2,6,2,58
miR-4720-5p,3,2,3,14,0,0,2,4,5,0,0,5,2,0,1,25
miR-4721,30,9,21,163,20,9,26,69,20,20,18,51,17,4,1060,297
miR-4722-3p,49,51,93,830,437,36,2539,1568,46,109,2317,116,453,24,1681,2776
miR-4722-5p,37,57,106,339,31,30,217,261,34,58,167,128,100,28,166,487
miR-4723-3p,33,18,29,202,31,19,23,45,20,20,24,54,20,7,23,107
miR-4723-5p,5,4,8,35,4,2,10,21,8,9,9,25,10,0,7,93
miR-4724-3p,2,2,4,38,2,0,8,12,9,0,1,20,6,1,1,65
miR-4725-3p,19,21,13,178,8,14,29,62,17,21,37,51,18,9,5285,1016
miR-4725-5p,30,49,39,406,46,19,56,196,25,40,54,63,48,10,31,471
miR-4726-3p,262,113,70,474,306,107,1230,697,197,255,1069,243,303,46,740,1335
miR-4726-5p,94,177,340,1037,111,103,1243,1551,89,124,1142,245,158,82,1145,2294
miR-4727-3p,30,16,29,509,64,12,89,736,26,28,47,67,36,6,1910,3553
miR-4727-5p,64,26,26,590,155,35,270,861,37,83,188,101,98,20,149,1544
miR-4728-3p,102,96,127,816,127,55,85,413,95,95,80,124,123,28,43,1069
miR-4728-5p,262,265,385,931,255,247,510,724,201,227,654,329,268,168,1554,1821
miR-4729,3,1,0,19,3,1,6,7,7,1,0,25,2,0,1,52
miR-4730,6,3,16,228,56,2,646,335,9,11,550,58,59,3,485,720
miR-4731-3p,5,3,1,124,6,4,25,41,4,6,11,10,7,3,13,168
miR-4731-5p,16,2,12,207,121,4,1292,691,9,35,1109,28,141,4,982,1158
miR-4732-3p,18,25,17,119,23,11,13,28,23,12,13,51,26,14,5,104
miR-4732-5p,37,43,48,460,63,26,446,539,31,33,314,74,80,17,339,1052
miR-4733-3p,4,5,10,50,3,2,11,7,6,1,5,34,3,0,3,84
miR-4734,136,94,328,1105,117,83,340,1015,100,116,283,619,173,49,313,1405
miR-4735-5p,8,2,6,55,16,2,244,97,7,3,190,24,16,0,171,260
miR-4736,6,7,8,107,8,32,18,24,8,14,13,78,9,4,6,113
miR-4737,3,6,11,56,1,3,27,36,12,8,13,32,6,4,18,115
miR-4738-3p,11,6,12,122,9,9,25,40,6,8,29,38,19,1,14,99
miR-4738-5p,2,3,9,35,3,0,8,18,8,1,3,34,6,2,0,50
miR-4742-3p,3,1,2,116,2,6,7,8,6,7,0,25,7,3,1,66
miR-4742-5p,3,3,0,30,2,3,5,8,11,1,1,25,2,2,2,48
miR-4743-3p,4,2,6,72,1,1,14,14,8,4,9,39,4,2,8,65
miR-4743-5p,50,80,136,346,43,65,145,352,54,56,211,125,70,62,801,472
miR-4744,0,2,1,54,4,2,62,23,11,0,22,31,5,0,38,114
miR-4745-3p,448,155,102,2171,5310,100,9144,7181,364,1252,10206,248,4408,45,6067,10293
miR-4746-5p,770,185,63,512,10714,131,18100,18376,711,2912,21421,260,9338,46,12491,20504
miR-4747-3p,80,19,31,203,303,16,1250,794,46,145,1146,78,279,8,753,1213
miR-4747-5p,20,23,7,58,27,11,38,22,13,11,42,37,38,1,105,147
miR-4748,4,5,7,69,8,5,8,82,5,10,279,37,10,0,342,78
miR-4750-5p,17,15,11,100,9,12,31,58,19,7,22,57,15,6,1489,410
miR-4751,7,6,9,75,3,9,11,30,20,7,10,65,11,3,3,88
miR-4752,2,0,1,35,4,2,11,10,4,3,6,23,8,1,6,71
miR-4753-3p,19,6,5,96,13,6,6,16,15,15,5,33,14,7,4,44
miR-4753-5p,72,101,205,439,57,48,267,159,45,80,287,142,124,49,239,331
miR-4756-5p,39,17,13,144,68,21,165,117,31,56,125,66,58,8,116,390
miR-4758-5p,101,69,41,348,87,108,209,211,111,91,169,102,80,80,303,607
miR-4759,0,0,0,16,2,1,7,5,8,3,1,15,4,0,0,34
miR-4760-3p,8,4,5,192,8,5,2,40,9,5,7,18,13,1,2,121
miR-4760-5p,6,3,6,204,5,8,20,38,13,6,6,35,7,1,4,140
miR-4761-3p,13,7,9,95,12,7,98,55,11,9,45,38,9,0,66,180
miR-4761-5p,3,3,4,155,15,3,21,30,6,14,13,44,16,3,13,146
miR-4762-5p,7,2,18,44,3,3,21,23,7,1,8,32,5,1,18,82
miR-4763-3p,514,555,840,1498,424,409,590,2704,363,489,498,988,510,348,586,1777
miR-4764-3p,6,2,0,74,5,2,4,10,9,5,2,36,3,0,1,41
miR-4764-5p,6,3,3,42,8,2,12,11,10,3,1,36,2,4,4,39
miR-4765,0,1,1,6,1,0,2,3,5,0,1,18,0,1,0,22
miR-4766-3p,4,3,0,28,1,1,3,5,4,0,5,30,4,1,4,48
miR-4766-5p,6,4,3,32,15,7,18,23,8,2,14,20,10,0,14,82
miR-4768-5p,5,0,4,63,4,1,77,25,3,9,34,19,3,0,31,117
miR-4769-3p,51,37,56,935,163,30,204,1611,44,56,154,122,82,7,59,2858
miR-4769-5p,26,16,11,77,26,10,33,38,19,15,42,50,24,10,109,105
miR-4770,5,1,3,23,2,1,21,6,8,4,3,27,5,4,5,32
miR-4771,3,1,2,16,1,1,5,2,9,1,3,21,6,2,0,26
miR-4772-5p,13,2,1,42,13,2,54,28,6,8,35,32,8,3,36,106
miR-4773,12,7,9,57,6,2,16,18,12,5,7,23,7,2,9,79
miR-4774-3p,2,1,2,38,7,3,9,10,4,1,2,28,7,1,3,73
miR-4774-5p,2,1,0,8,0,0,4,7,13,1,0,25,3,0,0,33
miR-4775,3,1,0,16,1,0,3,10,11,2,1,10,1,0,1,35
miR-4777-3p,7,4,2,46,10,1,25,24,10,3,14,27,11,1,10,54
miR-4777-5p,2,0,2,9,1,1,0,4,3,0,0,16,0,0,1,15
miR-4778-3p,4,4,4,28,3,1,15,10,6,5,6,27,3,3,3,61
miR-4779,7,5,1,15,5,5,12,14,9,2,3,17,1,1,3,49
miR-4780,5,7,8,167,13,5,21,44,16,6,15,25,8,4,4,138
miR-4781-3p,7,3,4,235,8,2,55,40,5,4,31,39,6,1,30,148
miR-4781-5p,5,5,10,203,2,4,21,13,10,5,3,38,7,3,7,126
miR-4782-5p,0,0,2,17,3,2,3,5,7,1,1,17,4,0,1,29
miR-4783-3p,12,10,17,160,52,15,322,322,24,31,240,62,34,6,233,404
miR-4784,11,15,22,55,13,11,19,30,12,13,14,40,11,5,17,72
miR-4786-3p,13,10,16,162,34,10,768,264,8,18,518,40,64,1,445,642
miR-4786-5p,8,5,8,78,4,7,30,29,10,14,16,30,12,3,17,106
miR-4788,15,14,14,117,16,16,91,84,24,19,77,34,19,5,46,143
miR-4789-3p,13,1,3,79,12,4,52,41,10,10,26,30,9,0,26,107
miR-4789-5p,33,18,13,178,75,13,566,233,24,50,387,47,52,1,309,626
miR-4790-3p,23,22,24,312,48,21,37,256,25,26,22,54,30,20,6,521
miR-4790-5p,30,8,20,353,29,20,26,244,23,36,17,61,29,7,10,563
miR-4791,4,4,5,27,6,3,7,1,7,2,3,16,3,1,5,30
miR-4793-3p,8,5,5,76,10,4,11,24,9,3,9,41,13,1,2,79
miR-4793-5p,3136,758,196,1040,19505,581,28061,37726,2671,8970,30203,1072,17213,79,20636,35719
miR-4794,7,5,2,42,4,1,18,16,3,2,5,32,5,0,8,85
miR-4795-3p,44,14,38,457,80,22,35,395,26,50,34,90,38,17,11,718
miR-4795-5p,36,18,33,499,42,26,20,375,28,21,19,85,35,18,7,688
miR-4796-5p,0,0,4,13,1,0,5,7,5,1,2,18,4,0,2,36
miR-4798-3p,22,5,8,255,21,13,21,36,21,26,10,39,21,9,6,123
miR-4798-5p,14,8,11,176,28,14,9,35,25,20,4,44,10,11,3,84
miR-4799-5p,1,3,5,255,1,1,21,90,5,3,7,44,5,1,12,285
miR-4800-3p,287,208,283,1127,289,161,1486,958,216,267,1042,376,273,92,647,1014
miR-4800-5p,77,100,159,265,64,101,214,225,63,61,282,99,83,55,573,362
miR-4801,0,3,3,20,5,1,22,11,4,1,10,14,5,0,11,48
miR-4802-3p,3,3,5,18,1,0,12,8,7,1,2,17,1,0,2,52
miR-4802-5p,2,5,3,24,2,0,7,11,11,0,1,29,1,0,2,54
miR-4803,6,2,4,18,5,1,6,6,11,1,2,21,1,0,1,43
miR-4804-5p,5,1,28,31,3,1,17,13,10,4,10,25,3,0,6,60
miR-484,451,789,1325,736,432,328,1379,773,463,528,1492,286,616,329,685,991
miR-485-3p,116,142,101,146,54,73,49,89,132,186,110,53,79,174,16,90
miR-485-5p,26,26,15,60,10,10,12,22,24,36,14,20,19,13,4,45
miR-486-5p,4,23,10,87,4,4,8,16,12,4,10,31,5,1,4,100
miR-487a-3p,70,81,65,60,20,40,23,21,132,120,53,41,55,108,13,55
miR-487a-5p,19,18,13,64,8,8,10,22,12,17,7,31,7,13,5,73
miR-487b-3p,253,109,223,161,111,64,55,198,288,254,150,89,126,138,76,89
miR-487b-5p,3,6,3,41,4,3,8,8,7,3,5,25,7,5,2,59
miR-488-3p,1,0,3,17,3,0,3,6,6,0,1,23,1,0,0,35
miR-488-5p,1,6,2,42,5,0,3,6,9,2,4,27,7,1,1,50
miR-489-3p,4,6,6,28,4,7,11,13,9,4,0,23,4,7,3,43
miR-489-5p,7,7,2,68,3,5,13,9,5,2,5,19,6,2,7,90
miR-490-5p,17,26,27,83,29,11,94,57,24,28,69,47,28,10,77,152
miR-491-3p,4,1,2,30,1,0,4,8,8,2,2,19,4,0,2,60
miR-491-5p,39,32,31,129,23,16,363,172,23,38,253,54,51,20,272,393
miR-492,14,10,125,81,9,10,54,35,17,6,42,41,16,12,38,139
miR-493-3p,117,97,62,87,56,51,38,41,88,150,36,25,78,90,17,97
miR-493-5p,258,100,105,116,129,86,42,93,199,284,66,58,105,110,4,64
miR-494-3p,391,159,260,435,220,128,816,1038,348,531,685,84,360,273,621,1223
miR-494-5p,3,3,3,27,3,3,14,11,9,4,7,27,4,3,3,66
miR-495-3p,657,475,540,455,329,252,145,372,885,888,341,147,448,552,146,155
miR-495-5p,13,29,5,40,17,17,3,13,33,11,3,20,23,13,3,57
miR-496,32,29,4,34,14,17,9,10,36,46,10,21,14,48,4,51
miR-497-3p,919,232,133,445,8821,216,19522,19875,797,3308,18820,414,8092,69,12819,19847
miR-498,22,9,5,78,34,10,285,112,21,11,184,51,35,4,206,856
miR-4999-5p,2,3,1,18,0,1,3,4,6,0,1,18,2,1,1,48
miR-499b-3p,1,1,3,22,0,0,5,9,6,1,2,10,2,0,3,43
miR-5000-5p,2,1,8,26,3,2,14,10,9,1,6,21,2,0,4,60
miR-5001-3p,18,9,24,406,17,11,23,187,14,19,16,63,17,8,4,529
miR-5001-5p,87,67,165,451,90,84,673,5749,61,97,253,272,120,49,213,855
miR-5002-3p,15,2,11,111,8,6,12,20,9,8,1,27,7,8,2,82
miR-5002-5p,2,4,6,27,4,5,3,7,6,1,1,19,6,2,2,50
miR-5003-3p,2,2,0,10,1,0,4,2,5,1,1,18,2,0,3,34
miR-5003-5p,21,6,8,65,32,3,395,131,12,18,228,36,36,6,208,320
miR-5004-3p,1,2,8,58,5,2,4,13,11,0,4,27,3,2,0,69
miR-5004-5p,5,5,10,56,4,1,11,11,11,2,8,22,5,2,6,50
miR-5006-3p,16,15,10,124,43,15,263,115,24,28,183,65,36,4,137,306
miR-5006-5p,56,72,121,475,57,45,865,481,46,70,586,113,81,22,689,1076
miR-5007-3p,2,2,1,27,3,1,8,6,9,1,0,32,5,0,3,39
miR-5007-5p,2,2,2,28,5,0,6,7,2,5,3,17,5,1,0,36
miR-5008-5p,167,39,14,190,2236,31,6689,6517,158,698,6237,92,2047,7,4965,7003
miR-5009-3p,2,5,2,60,1,8,7,6,13,2,7,25,2,2,4,43
miR-5009-5p,4,10,9,65,9,7,6,8,3,11,1,43,14,6,2,38
miR-500a-3p,29,21,16,68,19,15,20,57,27,14,28,30,23,8,7,86
miR-500a-5p,31,33,23,74,14,19,12,37,49,21,17,37,35,9,7,73
miR-500b-3p,34,53,50,333,36,38,72,128,41,43,74,70,51,14,39,367
miR-500b-5p,37,45,12,63,13,24,19,28,30,27,13,28,31,19,13,70
miR-5010-3p,8,6,8,169,15,1,17,31,12,8,19,26,21,2,9,113
miR-5010-5p,1806,457,327,934,1630,1261,927,2583,1070,1563,732,3183,2082,470,3811,2106
miR-5011-5p,1,1,2,65,1,1,3,9,10,1,2,24,3,1,1,46
miR-501-3p,39,34,25,109,24,24,35,54,41,23,39,43,35,21,19,95
miR-501-5p,31,37,31,68,26,15,22,44,31,32,13,63,34,23,7,82
miR-502-3p,25,36,32,95,22,17,37,56,40,23,44,33,32,9,18,104
miR-502-5p,36,23,21,260,22,15,14,88,37,29,10,69,19,34,3,246
miR-503-3p,5,5,11,55,2,1,4,14,15,11,10,24,5,2,4,57
miR-503-5p,383,463,476,216,226,270,238,203,230,410,343,86,473,319,178,150
miR-504-3p,76,130,250,405,66,128,212,255,62,79,238,161,99,69,321,310
miR-504-5p,12,3,3,60,28,3,54,39,13,15,43,56,14,0,41,143
miR-5047,17,22,7,54,32,10,38,20,29,15,18,43,21,5,25,84
miR-505-3p,102,115,176,204,142,47,566,268,139,138,385,130,151,30,318,462
miR-505-5p,4,6,10,43,5,3,13,14,14,6,14,20,5,6,17,100
miR-506-3p,26,15,4,63,32,15,20,37,16,18,23,33,33,6,9,88
miR-506-5p,0,3,1,26,1,0,6,7,12,1,1,19,2,0,2,35
miR-507,2,2,0,25,2,2,12,10,9,0,1,21,2,0,0,49
miR-508-3p,6,1,3,18,2,0,5,4,4,1,1,34,4,0,2,36
miR-508-5p,7,3,1,75,8,1,43,24,5,4,14,29,6,0,19,121
miR-5087,6,6,5,22,5,3,5,7,11,1,3,28,8,0,0,72
miR-5088-3p,13,8,13,152,12,9,10,15,17,13,9,31,13,2,6,85
miR-5088-5p,27,28,33,113,18,26,31,36,24,24,27,55,34,18,86,117
miR-5089-3p,0,0,5,31,3,2,7,16,6,3,5,15,2,1,4,66
miR-5090,8,12,3,45,9,9,12,34,14,10,20,33,10,6,22,104
miR-5091,7,3,10,64,7,7,12,20,7,6,20,48,10,1,20,135
miR-5093,13,26,19,137,15,7,32,43,17,9,23,26,10,5,29,97
miR-509-3-5p,2,0,2,66,3,3,9,19,5,4,4,40,6,0,9,103
miR-509-3p,1,1,3,31,0,1,11,8,7,3,4,30,3,1,2,77
miR-5094,4,2,10,16,2,2,5,13,9,2,3,18,5,0,0,53
miR-509-5p,5,3,5,95,3,2,21,19,9,5,10,28,2,3,17,86
miR-510-3p,5,2,2,52,2,1,29,16,11,3,8,40,1,1,21,74
miR-510-5p,0,3,6,39,6,3,16,25,5,1,15,26,3,0,12,91
miR-511-3p,4,4,0,33,4,1,46,16,14,3,6,34,5,0,15,95
miR-511-5p,8,7,8,62,22,11,66,40,17,16,37,27,15,1,39,147
miR-512-3p,0,4,4,38,2,2,12,12,8,1,2,21,1,0,4,70
miR-512-5p,6,3,5,117,9,1,236,107,4,15,172,45,13,1,150,308
miR-513a-3p,11,4,2,59,5,1,115,26,13,8,93,28,9,2,82,156
miR-513a-5p,4,0,2,30,3,2,36,20,9,3,9,16,4,2,46,75
miR-513b-3p,1,2,0,28,1,2,8,4,9,4,1,18,0,0,2,48
miR-513b-5p,2,1,1,29,1,1,1,7,5,1,2,21,9,0,3,50
miR-513c-3p,6,4,3,35,4,2,6,5,12,2,2,17,4,4,4,35
miR-513c-5p,1,2,3,25,3,1,3,5,10,3,3,12,3,2,2,51
miR-514a-3p,1,4,1,35,7,5,16,10,9,1,4,21,4,1,8,83
miR-514a-5p,7,2,5,61,8,2,26,15,9,4,7,28,3,2,20,118
miR-514b-3p,4,2,1,53,5,1,30,25,6,1,14,33,2,3,20,94
miR-514b-5p,3,1,0,55,5,2,20,20,4,5,6,31,9,0,23,101
miR-515-3p,6,4,4,96,3,3,10,20,4,4,2,22,3,1,1,110
miR-515-5p,4,4,5,272,14,2,11,34,12,7,11,60,13,4,8,153
miR-516a-3p,4,5,3,44,4,2,57,12,8,2,27,30,7,0,31,83
miR-516a-5p,5,0,6,92,4,1,219,71,8,9,133,20,15,2,124,221
miR-516b-5p,4,3,0,34,1,4,8,8,4,0,0,22,5,0,2,50
miR-517-5p,9,10,8,100,13,7,32,26,10,6,12,39,15,3,12,96
miR-517a-3p,8,11,5,70,3,2,6,11,7,7,0,28,4,1,5,53
miR-517c-3p,3,4,3,16,4,0,6,5,6,1,0,22,4,3,2,46
miR-5186,3,2,4,19,4,2,9,15,7,2,1,36,2,0,2,59
miR-5187-3p,0,3,3,33,5,2,8,8,2,3,1,24,3,2,0,55
miR-5187-5p,6,3,9,41,5,2,5,15,18,5,4,25,12,2,16,59
miR-5188,1,1,2,32,5,2,4,6,9,5,4,17,8,0,3,55
miR-5189-3p,46,21,11,256,135,8,272,249,30,55,232,66,122,5,198,364
miR-5189-5p,20,32,62,283,21,17,68,102,25,13,65,75,33,17,138,277
miR-518b,12,4,7,140,27,5,156,69,11,12,105,38,26,0,91,218
miR-518c-3p,3,4,2,55,3,0,19,17,6,4,18,31,1,0,20,85
miR-5190,25,18,25,557,223,10,1993,801,19,40,1681,75,209,1,1339,1495
miR-5191,1,13,68,29,1,5,24,31,7,1,6,30,8,0,6,64
miR-5192,18,11,7,72,21,6,19,39,21,13,26,49,12,4,13,110
miR-5193,12,9,10,131,12,9,8,18,10,9,7,36,13,10,3,66
miR-5194,8,2,5,31,6,4,3,12,15,3,6,24,3,4,22,45
miR-5195-3p,7,4,6,46,2,2,14,15,8,3,3,41,6,5,8,85
miR-5195-5p,5,3,6,86,5,4,18,26,10,3,10,33,3,2,7,124
miR-5196-3p,7,11,17,211,16,7,24,47,21,22,12,49,19,10,12,134
miR-5196-5p,346,327,481,855,357,391,481,624,253,291,801,387,359,257,8502,1669
miR-5197-3p,3,6,8,33,6,5,24,16,24,2,12,34,4,0,18,91
miR-5197-5p,7,11,4,35,7,4,9,7,9,4,2,20,8,3,2,59
miR-519a-3p,6,5,3,60,3,3,7,15,8,2,1,27,3,3,1,63
miR-519b-3p,2,2,1,55,4,3,2,11,6,4,2,22,8,1,2,58
miR-519c-3p,1,2,4,22,1,2,2,5,9,4,4,22,4,0,2,46
miR-519d-3p,9,4,9,280,2,8,27,35,11,8,17,27,4,6,14,172
miR-519e-3p,2,0,1,56,3,2,4,7,8,1,2,26,2,0,4,65
miR-519e-5p,11,4,6,147,11,6,97,53,10,9,58,38,11,5,51,139
miR-520a-5p,6,2,3,29,2,3,15,11,6,3,7,20,3,2,9,53
miR-520b,6,2,5,145,6,5,4,15,15,5,7,34,11,5,7,88
miR-520c-3p,8,6,10,116,5,3,6,10,11,4,4,37,9,2,4,82
miR-520d-3p,3,6,3,35,3,2,7,12,6,2,2,16,2,1,0,54
miR-520e,7,8,8,153,4,1,8,17,9,6,3,37,13,1,3,92
miR-520f-3p,7,4,5,87,3,2,7,15,10,9,2,26,5,1,5,52
miR-520g-5p,1,1,3,63,3,1,9,6,8,2,4,19,2,1,2,52
miR-521,6,5,3,32,13,2,8,10,8,2,5,25,11,3,0,64
miR-522-3p,2,3,3,24,2,1,2,9,6,6,5,12,4,0,6,44
miR-523-3p,5,4,0,59,1,1,20,16,2,2,6,24,2,0,6,94
miR-525-5p,13,3,3,139,14,7,27,30,12,11,12,45,16,3,11,114
miR-532-3p,150,181,153,234,110,98,197,267,119,127,177,111,131,88,94,276
miR-532-5p,124,74,41,88,52,44,27,42,89,80,24,59,74,70,13,90
miR-539-3p,5,3,2,31,11,2,9,2,10,7,3,15,3,4,1,45
miR-539-5p,32,20,13,32,22,12,7,28,63,31,11,31,17,28,2,37
miR-541-3p,6,7,8,169,14,3,25,49,9,16,24,40,9,2,7,146
miR-541-5p,1,3,9,83,3,0,8,29,5,4,4,42,3,3,1,95
miR-542-3p,15,2,5,19,12,2,12,5,27,15,6,18,12,9,7,36
miR-542-5p,53,58,36,58,30,21,25,22,60,45,31,47,57,40,16,68
miR-543,284,483,706,458,142,279,251,383,445,601,420,234,233,361,292,266
miR-544a,6,1,4,20,2,3,9,11,10,3,0,26,5,1,0,25
miR-544b,6,3,14,38,15,6,8,11,12,4,1,24,2,5,1,57
miR-545-3p,20,9,12,49,20,12,12,8,17,7,8,16,27,2,2,52
miR-545-5p,0,0,3,8,0,1,1,5,6,0,2,13,3,0,0,23
miR-548ab,3,1,6,9,4,1,10,4,6,1,0,20,2,1,0,35
miR-548ad,10,9,9,125,6,5,7,13,16,14,2,30,9,2,2,64
miR-548ae,31,22,12,200,29,9,11,36,25,17,16,49,25,13,5,69
miR-548ag,1,4,2,22,5,1,6,7,5,1,3,22,2,0,4,55
miR-548ak,31,27,10,156,25,17,10,28,24,22,10,44,29,9,7,97
miR-548al,1,3,6,74,4,4,6,15,11,2,4,25,6,0,1,53
miR-548an,4,0,2,21,3,0,5,3,5,1,2,23,6,2,3,35
miR-548ao-3p,4,2,15,287,4,2,11,71,9,2,4,31,8,2,3,264
miR-548ao-5p,2,0,4,19,3,1,8,12,7,3,4,16,2,0,4,44
miR-548ar-3p,4,1,1,47,3,3,6,8,6,3,4,24,4,3,5,61
miR-548as-3p,1,0,1,36,1,3,9,11,7,1,4,15,6,0,5,54
miR-548au-3p,8,4,10,35,13,6,9,11,10,8,7,31,8,1,3,46
miR-548av-5p,1,0,1,30,2,1,12,14,7,1,3,18,1,0,2,48
miR-548aw,9,10,13,426,12,10,25,91,18,9,8,47,12,10,6,301
miR-548ax,26,25,21,151,59,13,18,29,22,43,17,44,45,2,1,82
miR-548ay-3p,18,21,17,478,38,21,55,278,24,26,39,59,25,11,26,662
miR-548ay-5p,108,68,40,74,104,60,16,36,65,79,24,38,79,25,9,50
miR-548az-5p,33,26,19,46,25,33,11,13,20,24,7,38,19,4,4,28
miR-548b-3p,7,8,11,147,11,9,19,26,9,6,9,33,21,2,7,58
miR-548b-5p,53,53,40,46,53,46,10,19,46,41,15,38,54,16,7,45
miR-548ba,4,1,6,25,2,1,8,6,4,3,2,18,4,0,0,46
miR-548d-5p,379,370,203,139,385,321,63,85,243,309,92,86,374,89,13,62
miR-548e-3p,5,2,6,26,2,1,9,9,11,0,3,21,4,2,0,50
miR-548e-5p,36,41,39,271,61,25,21,70,34,39,21,51,44,11,9,248
miR-548g-3p,3,3,6,38,6,3,7,9,5,6,1,22,3,2,1,40
miR-548h-5p,31,19,17,324,44,14,23,202,37,23,22,39,19,8,11,478
miR-548j-3p,20,17,15,146,30,14,12,21,16,27,12,41,26,10,10,76
miR-548k,7,2,3,22,10,1,12,13,11,4,10,19,9,0,6,40
miR-548l,1,2,1,7,1,1,5,4,3,4,1,15,2,0,2,34
miR-548m,2,1,6,18,0,1,2,14,6,1,1,24,3,1,3,45
miR-548s,16,5,6,210,10,5,13,33,14,13,7,32,6,10,1,131
miR-548t-5p,1,1,5,41,5,3,15,5,13,3,1,21,6,0,4,54
miR-548v,5,2,3,22,6,3,6,12,7,6,1,19,6,0,2,37
miR-548w,76,85,47,241,96,76,23,36,81,61,24,36,103,20,9,104
miR-548x-3p,7,6,2,45,6,3,5,6,8,4,4,13,6,3,2,25
miR-548y,18,6,10,29,4,3,10,7,4,5,3,20,9,2,0,38
miR-549a,3,2,25,27,3,1,5,11,7,0,0,17,3,0,1,58
miR-550a-3-5p,8,9,7,64,5,2,43,22,10,5,8,37,7,3,27,100
miR-550a-5p,27,39,68,134,44,26,69,135,27,29,57,62,63,5,49,225
miR-550b-2-5p,4,3,4,52,3,2,12,8,7,0,6,26,5,0,8,97
miR-551a,7,3,8,77,4,2,12,22,13,8,3,23,2,0,2,89
miR-551b-3p,60,28,59,64,27,14,35,22,58,42,34,26,46,50,11,84
miR-551b-5p,1,3,20,67,3,4,26,26,5,5,7,34,11,1,10,127
miR-552-3p,0,0,1,47,1,2,18,16,3,1,6,30,0,1,16,91
miR-552-5p,2,3,1,39,2,1,7,10,5,0,3,18,3,1,3,75
miR-553,1,0,2,33,0,1,2,8,5,0,1,19,3,1,1,46
miR-554,18,3,12,161,46,7,417,125,16,15,249,34,34,1,255,366
